"","MSZoning","Street","LandContour","LotConfig","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","Foundation","Heating","GarageType","SaleType","SaleCondition","Alley","Fence","MiscFeature","Quarter","LotShape","Utilities","LandSlope","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageFinish","GarageQual","GarageCond","PavedDrive","PoolQC","OverallQual","OverallCond","MSSubClass","LotFrontage","LotArea","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","YrSold","GarageAge","Age","RemodAge"
"51","RL","Pave","Lvl","Corner","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR2","AllPub","Gtl","TA","TA","Gd","TA","Av","GLQ","Unf","Gd","Y","SBrkr","TA","Typ",NA,"Fin","TA","TA","Y",NA,"6","6",60,70.0499583680267,13869,0,182,0,612,794,794,676,0,1470,0,1,2,0,3,1,6,0,2,388,0,75,0,0,0,0,0,2007,10,10,10
"52","RM","Pave","Lvl","Inside","BrkSide","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","PConc","GasA","Detchd","WD","Normal","N/A","MnPrv","Shed","III","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Unf","Unf","TA","Y","SBrkr","TA","Typ","Gd","Unf","TA","TA","Y",NA,"6","6",50,52,6240,0,0,0,816,816,816,0,360,1176,0,0,1,0,3,1,6,1,2,528,112,0,0,0,0,0,400,2006,21,72,56
"53","RM","Grvl","Bnk","Corner","IDOTRR","RRNn","Norm","Duplex","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock","GasA","CarPort","WD","Normal","N/A","N/A","N/A","II","IR2","AllPub","Mod","Fa","TA","Gd","TA","Gd","LwQ","GLQ","TA","N","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","5",90,110,8472,0,104,712,0,816,816,0,0,816,1,0,1,0,2,1,5,0,2,516,106,0,0,0,0,0,0,2010,47,47,47
"55","RL","Pave","Bnk","Inside","NAmes","Norm","Norm","1Fam","SLvl","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Detchd","WD","Normal","N/A","MnPrv","N/A","I","Reg","AllPub","Mod","TA","TA","TA","TA","No","ALQ","Unf","TA","Y","SBrkr","TA","Min1","TA","Unf","TA","TA","Y",NA,"5","5",80,60,7134,0,384,0,0,384,1360,0,0,1360,0,0,1,0,3,1,6,1,2,572,0,50,0,0,0,0,0,2007,45,52,52
"56","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","Unf","Gd","Y","SBrkr","TA","Typ","Gd","RFn","TA","TA","Y",NA,"6","5",20,100,10175,272,490,0,935,1425,1425,0,0,1425,0,0,2,0,3,1,7,1,2,576,0,0,0,407,0,0,0,2008,44,44,44
"57","FV","Pave","Lvl","Inside","Somerst","Norm","Norm","Twnhs","2Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","PConc","GasA","Attchd","WD","Abnorml","Pave","N/A","N/A","III","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"Fin","TA","TA","Y",NA,"8","5",160,24,2645,456,649,0,321,970,983,756,0,1739,1,0,2,1,3,1,7,0,2,480,115,0,0,0,0,0,0,2009,10,10,9
"58","RL","Pave","Lvl","Corner","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","Gd","TA","Gd","TA","No","Unf","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"7","5",60,89,11645,0,0,0,860,860,860,860,0,1720,0,0,2,1,3,1,7,0,2,565,0,70,0,0,0,0,0,2006,2,2,2
"59","RL","Pave","HLS","CulDSac","StoneBr","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","BuiltIn","New","Partial","N/A","N/A","N/A","IV","IR2","AllPub","Gtl","Ex","TA","Ex","TA","Gd","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"10","5",60,66,13682,1031,0,0,1410,1410,1426,1519,0,2945,0,0,3,1,3,1,10,1,3,641,192,0,37,0,0,0,0,2006,0,0,0
"60","RL","Pave","Bnk","Inside","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Detchd","WD","Normal","N/A","MnPrv","N/A","I","Reg","AllPub","Gtl","TA","TA","TA","TA","Av","ALQ","Unf","Ex","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","7",20,60,7200,0,632,0,148,780,780,0,0,780,0,0,1,0,2,1,4,0,1,352,196,0,0,0,0,0,0,2008,35,36,36
"61","RL","Pave","Lvl","Inside","SawyerW","RRAe","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Detchd","New","Partial","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","Gd","TA","No","ALQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"Unf","TA","TA","Y",NA,"6","5",20,63,13072,0,941,0,217,1158,1158,0,0,1158,1,0,1,1,3,1,5,0,2,576,0,50,0,0,0,0,0,2006,0,2,2
"62","RM","Pave","Lvl","Inside","IDOTRR","Norm","Norm","1Fam","2.5Unf","Gable","CompShg","MetalSd","MetalSd","None","BrkTil","GasA","Detchd","WD","Normal","N/A","N/A","N/A","I","Reg","AllPub","Gtl","TA","TA","TA","Fa","No","Unf","Unf","TA","N","SBrkr","Fa","Typ",NA,"Unf","TA","TA","N",NA,"5","7",75,60,7200,0,0,0,530,530,581,530,0,1111,0,0,1,0,3,1,6,0,1,288,0,0,144,0,0,0,0,2007,72,87,11
"63","RL","Pave","Lvl","Inside","NridgHt","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","IV","IR1","AllPub","Gtl","Gd","TA","Gd","Gd","Mn","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","RFn","TA","TA","Y",NA,"8","5",120,44,6442,178,24,0,1346,1370,1370,0,0,1370,0,0,2,0,2,1,6,1,2,484,120,49,0,0,0,0,0,2007,1,1,1
"64","RM","Pave","Bnk","Inside","OldTown","RRAn","Feedr","1Fam","2Story","Gable","CompShg","Stucco","Stucco","None","BrkTil","GasA","Detchd","WD","Normal","N/A","GdPrv","N/A","II","IR1","AllPub","Gtl","TA","TA","TA","TA","No","Unf","Unf","Gd","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"7","6",70,50,10300,0,0,0,576,576,902,808,0,1710,0,0,2,0,3,1,9,0,2,480,12,11,64,0,0,0,0,2010,20,89,60
"65","RL","Pave","Lvl","Inside","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","GdPrv","N/A","I","Reg","AllPub","Gtl","TA","TA","Gd","TA","No","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"7","5",60,70.0499583680267,9375,573,739,0,318,1057,1057,977,0,2034,1,0,2,1,3,1,8,0,2,645,576,36,0,0,0,0,0,2009,11,12,11
"66","RL","Pave","Lvl","Inside","NridgHt","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","BuiltIn","WD","Normal","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","Gd","TA","Ex","TA","Av","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","RFn","TA","TA","Y",NA,"8","5",60,76,9591,344,0,0,1143,1143,1143,1330,0,2473,0,0,2,1,4,1,9,1,3,852,192,151,0,0,0,0,0,2007,3,3,2
"67","RL","Pave","Lvl","Inside","NAmes","PosA","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","TA","TA","Gd","TA","Gd","GLQ","Unf","TA","Y","SBrkr","TA","Min1","Gd","RFn","TA","TA","Y",NA,"7","5",20,70.0499583680267,19900,287,912,0,1035,1947,2207,0,0,2207,1,0,2,0,3,1,7,1,2,576,301,0,0,0,0,0,0,2010,40,40,21
"68","RL","Pave","Lvl","Inside","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","Gd","TA","Gd","TA","Av","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"7","5",20,72,10665,167,1013,0,440,1453,1479,0,0,1479,1,0,2,0,3,1,7,0,2,558,144,29,0,0,0,0,0,2007,4,4,4
"69","RM","Pave","Lvl","Corner","OldTown","Artery","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","Gd","TA","TA","No","Unf","Unf","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"4","6",30,47,4608,0,0,0,747,747,747,0,0,747,0,0,1,0,2,1,4,0,1,220,0,0,0,0,0,0,0,2010,65,65,60
"70","RL","Pave","Lvl","Corner","ClearCr","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","BrkFace","AsbShng","None","CBlock","GasW","Attchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","Gd","TA","TA","TA","No","BLQ","Unf","TA","Y","SBrkr","TA","Typ","TA","Fin","TA","TA","Y",NA,"7","4",50,81,15593,0,603,0,701,1304,1304,983,0,2287,0,0,2,0,3,1,7,1,2,667,0,21,114,0,0,0,0,2006,53,53,53
"71","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","I","IR1","AllPub","Gtl","TA","Gd","Gd","TA","Gd","ALQ","Unf","Ex","Y","SBrkr","TA","Typ","Gd","Fin","TA","TA","Y",NA,"7","6",20,95,13651,1115,1880,0,343,2223,2223,0,0,2223,1,0,2,0,3,1,8,2,2,516,300,0,0,0,0,0,0,2007,34,34,34
"72","RL","Pave","Lvl","Corner","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","Plywood","None","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","ALQ","Unf","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"4","6",20,69,7599,0,565,0,280,845,845,0,0,845,1,0,1,0,2,1,4,0,2,360,0,0,0,0,0,0,0,2007,20,25,1
"73","RL","Pave","Lvl","Corner","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","IV","IR1","AllPub","Gtl","TA","TA","Gd","TA","No","Unf","Unf","Gd","Y","SBrkr","TA","Typ","TA","Fin","TA","TA","Y",NA,"7","5",60,74,10141,40,0,0,832,832,885,833,0,1718,0,0,2,1,3,1,7,1,2,427,0,94,0,0,291,0,0,2009,11,11,11
"74","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","GdWo","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","ALQ","BLQ","Gd","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","7",20,85,10200,104,320,362,404,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,2,490,0,0,0,0,0,0,0,2010,21,56,7
"75","RM","Pave","Lvl","Corner","OldTown","Norm","Norm","1Fam","2Story","Gambrel","CompShg","VinylSd","VinylSd","None","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","Gd","Gd","Fa","TA","No","Unf","Unf","Gd","N","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"3","6",50,60,5790,0,0,0,840,840,840,765,0,1605,0,0,2,0,3,2,8,0,1,379,0,0,202,0,0,0,0,2010,95,95,60
"76","RM","Pave","Lvl","Inside","MeadowV","Norm","Norm","Twnhs","SLvl","Gable","CompShg","CemntBd","CmentBd","None","CBlock","GasA","BuiltIn","WD","Normal","N/A","GdWo","N/A","IV","Reg","AllPub","Gtl","TA","TA","Gd","TA","Gd","GLQ","Unf","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"4","5",180,21,1596,0,462,0,0,462,526,462,0,988,1,0,1,0,2,1,5,0,1,297,120,101,0,0,0,0,0,2009,36,36,36
"77","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","CBlock","GasA","Detchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","TA","TA","TA","TA","No","ALQ","Unf","Ex","Y","FuseA","TA","Typ",NA,"Unf","TA","TA","Y",NA,"4","7",20,70.0499583680267,8475,0,228,0,724,952,952,0,0,952,0,0,1,0,2,1,4,0,1,283,0,0,0,0,0,0,0,2008,52,52,52
"78","RM","Pave","Lvl","Inside","BrkSide","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock","GasA","Detchd","WD","Normal","N/A","MnPrv","N/A","I","Reg","AllPub","Gtl","TA","TA","TA","TA","No","BLQ","GLQ","TA","Y","SBrkr","TA","Min1",NA,"Unf","TA","TA","Y",NA,"5","5",50,50,8635,0,336,41,295,672,1072,213,0,1285,1,0,1,0,2,1,6,0,1,240,0,0,0,0,0,0,0,2008,60,60,7
"79","RL","Pave","Lvl","Inside","Sawyer","Norm","Norm","Duplex","1Story","Hip","CompShg","HdBoard","HdBoard","None","CBlock","GasA","N/A","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Unf","Unf","TA","N","SBrkr","TA","Typ",NA,NA,NA,NA,"Y",NA,"4","5",90,72,10778,0,0,0,1768,1768,1768,0,0,1768,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,0,0,2010,31.4938361131256,42,42
"80","RM","Pave","Lvl","Corner","OldTown","Norm","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","PConc","GasA","Detchd","WD","Normal","Grvl","MnPrv","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Unf","Unf","Gd","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","6",50,60,10440,0,0,0,440,440,682,548,0,1230,0,0,1,1,2,1,5,0,2,440,74,0,128,0,0,0,0,2009,43,99,28
"81","RL","Pave","Lvl","Corner","NAmes","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","Gd","Gd","TA","No","Rec","Unf","TA","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"6","6",60,100,13000,576,448,0,448,896,1182,960,0,2142,0,0,2,1,4,1,8,1,1,509,0,72,0,0,252,0,0,2009,41,41,41
"82","RM","Pave","Lvl","FR2","Mitchel","Norm","Norm","TwnhsE","1Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","I","Reg","AllPub","Gtl","TA","Gd","Ex","Gd","No","GLQ","Unf","Ex","Y","SBrkr","TA","Typ",NA,"Fin","TA","TA","Y",NA,"6","5",120,32,4500,443,1201,0,36,1237,1337,0,0,1337,1,0,2,0,2,1,5,0,2,405,0,199,0,0,0,0,0,2006,8,8,8
"83","RL","Pave","Lvl","Inside","Somerst","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","TA","TA","Gd","TA","No","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","RFn","TA","TA","Y",NA,"8","5",20,78,10206,468,33,0,1530,1563,1563,0,0,1563,0,0,2,0,3,1,6,1,3,758,144,99,0,0,0,0,0,2008,1,1,1
"84","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","BrkCmn","CBlock","GasA","Detchd","COD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","TA","TA","TA","TA","No","Unf","Unf","Gd","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","5",20,80,8892,66,0,0,1065,1065,1065,0,0,1065,0,0,1,1,3,1,6,0,2,461,74,0,0,0,0,0,0,2007,33,47,47
"85","RL","Pave","Lvl","Inside","Gilbert","Norm","Norm","1Fam","SLvl","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc","GasA","BuiltIn","WD","Normal","N/A","N/A","Shed","II","IR1","AllPub","Gtl","TA","TA","Gd","TA","No","Unf","Unf","Gd","Y","SBrkr","TA","Typ","TA","Fin","TA","TA","Y",NA,"7","5",80,70.0499583680267,8530,22,0,0,384,384,804,670,0,1474,0,0,2,1,3,1,7,1,2,400,120,72,0,0,0,0,700,2009,14,14,13
"86","RL","Pave","Lvl","Corner","NoRidge","Norm","Norm","1Fam","2Story","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","TA","Unf","TA","TA","Y",NA,"8","5",60,121,16059,284,0,0,1288,1288,1301,1116,0,2417,0,0,2,1,4,1,9,1,2,462,127,82,0,0,0,0,0,2006,15,15,14
"87","RL","Pave","Lvl","Inside","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","BuiltIn","WD","Normal","N/A","N/A","N/A","I","IR2","AllPub","Gtl","Gd","TA","Gd","TA","Av","Unf","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Fin","TA","TA","Y",NA,"6","5",60,122,11911,0,0,0,684,684,684,876,0,1560,0,0,2,1,3,1,6,1,2,400,100,38,0,0,0,0,0,2009,4,4,4
"88","FV","Pave","Lvl","Corner","Somerst","Norm","Norm","TwnhsE","2Story","Gable","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Detchd","New","Partial","Pave","N/A","N/A","II","Reg","AllPub","Gtl","Gd","TA","Gd","TA","Av","Unf","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"6","5",160,40,3951,76,0,0,612,612,612,612,0,1224,0,0,2,1,2,1,4,0,2,528,0,234,0,0,0,0,0,2009,0,0,0
"89","C (all)","Pave","Lvl","Corner","IDOTRR","Feedr","Feedr","1Fam","1.5Fin","Hip","CompShg","Plywood","Plywood","None","CBlock","GasA","N/A","ConLD","Abnorml","N/A","MnPrv","N/A","IV","IR1","AllPub","Gtl","Fa","Fa","TA","Fa","No","Unf","Unf","TA","N","SBrkr","Fa","Typ",NA,NA,NA,NA,"N",NA,"3","2",50,105,8470,0,0,0,1013,1013,1013,0,513,1526,0,0,1,0,2,1,6,0,0,0,0,0,156,0,0,0,0,2009,30.4938361131256,94,27
"90","RL","Pave","Lvl","Inside","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","N/A","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","TA","TA","Gd","TA","No","GLQ","Unf","Ex","Y","SBrkr","TA","Typ",NA,NA,NA,NA,"Y",NA,"4","5",20,60,8070,0,588,0,402,990,990,0,0,990,1,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,2007,28.4938361131256,13,12
"91","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","BrkFace","Wd Sdng","None","Slab","GasA","Detchd","WD","Normal","N/A","N/A","N/A","III","Reg","AllPub","Gtl","TA","TA",NA,NA,NA,NA,NA,"TA","Y","FuseA","TA","Typ",NA,"Unf","TA","TA","Y",NA,"4","5",20,60,7200,0,0,0,0,0,1040,0,0,1040,0,0,1,0,2,1,4,0,2,420,0,29,0,0,0,0,0,2006,56,56,56
"92","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","BrkCmn","CBlock","GasA","Attchd","WD","Abnorml","N/A","GdWo","N/A","IV","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Rec","Unf","TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","3",20,85,8500,203,600,0,635,1235,1235,0,0,1235,0,0,1,0,2,1,6,0,2,480,0,0,0,0,0,0,0,2006,45,45,45
"93","RL","Pave","HLS","Inside","Crawfor","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil","GasA","Detchd","WD","Normal","Grvl","N/A","N/A","III","IR1","AllPub","Gtl","TA","Gd","Gd","TA","No","ALQ","Unf","Ex","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","7",30,80,13360,0,713,0,163,876,964,0,0,964,1,0,1,0,2,1,5,0,2,432,0,0,44,0,0,0,0,2009,88,88,3
"94","C (all)","Pave","Lvl","Corner","OldTown","Norm","Norm","2fmCon","2.5Unf","Hip","CompShg","MetalSd","MetalSd","None","BrkTil","GasW","Detchd","WD","Normal","N/A","N/A","N/A","IV","Reg","AllPub","Gtl","TA","TA","TA","Fa","Mn","Rec","Unf","Ex","N","SBrkr","TA","Typ","Gd","Unf","TA","TA","Y",NA,"6","6",190,60,7200,0,1046,0,168,1214,1260,1031,0,2291,0,1,2,0,4,2,9,1,2,506,0,0,0,0,99,0,0,2007,107,97,9
"95","RL","Pave","Lvl","Inside","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","IR1","AllPub","Gtl","TA","Gd","Gd","TA","No","GLQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"6","5",60,69,9337,0,648,0,176,824,905,881,0,1786,1,0,2,1,3,1,7,0,2,684,0,162,0,0,0,0,0,2007,10,10,10
"96","RL","Pave","Lvl","Corner","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","BuiltIn","WD","Normal","N/A","N/A","Shed","II","IR2","AllPub","Gtl","Ex","Gd","Gd","Gd","No","ALQ","Unf","Gd","Y","SBrkr","TA","Typ","TA","Fin","TA","TA","Y",NA,"6","8",60,70.0499583680267,9765,68,310,0,370,680,680,790,0,1470,0,0,2,1,3,1,6,1,2,420,232,63,0,0,0,0,480,2009,16,16,16
"97","RL","Pave","Lvl","Inside","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","III","IR1","AllPub","Gtl","Gd","TA","Gd","TA","Av","ALQ","Unf","Ex","Y","SBrkr","Gd","Typ",NA,"RFn","TA","TA","Y",NA,"7","5",20,78,10264,183,1162,0,426,1588,1588,0,0,1588,0,0,2,0,3,1,6,0,2,472,158,29,0,0,0,0,0,2006,7,7,7
"98","RL","Pave","HLS","Inside","Edwards","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","Rec","Unf","TA","Y","FuseF","TA","Typ",NA,"Fin","TA","TA","P",NA,"4","5",20,73,10921,48,520,0,440,960,960,0,0,960,1,0,1,0,3,1,6,0,1,432,120,0,0,0,0,0,0,2007,42,42,42
"99","RL","Pave","Lvl","Corner","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil","GasA","Basment","COD","Abnorml","N/A","N/A","Shed","II","Reg","AllPub","Gtl","TA","TA","TA","TA","No","ALQ","Unf","Fa","N","SBrkr","TA","Typ",NA,"Unf","Fa","TA","Y",NA,"5","5",30,85,10625,0,108,0,350,458,835,0,0,835,0,0,1,0,2,1,5,0,1,366,0,0,77,0,0,0,400,2010,90,90,60
"100","RL","Pave","Lvl","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","None","CBlock","GasA","N/A","WD","Normal","N/A","N/A","Shed","I","IR1","AllPub","Gtl","TA","TA","TA","TA","No","ALQ","Unf","Fa","Y","SBrkr","TA","Typ",NA,NA,NA,NA,"Y",NA,"4","5",20,77,9320,0,569,0,381,950,1225,0,0,1225,1,0,1,1,3,1,6,0,0,0,352,0,0,0,0,0,400,2010,31.4938361131256,51,51
"101","RL","Pave","Lvl","Inside","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","BrkFace","PConc","GasA","Attchd","WD","Normal","N/A","N/A","N/A","I","IR1","AllPub","Gtl","TA","TA","TA","TA","Mn","ALQ","Unf","Gd","Y","SBrkr","Gd","Typ","TA","RFn","TA","TA","Y",NA,"6","7",20,70.0499583680267,10603,28,1200,0,410,1610,1610,0,0,1610,1,0,2,0,3,1,6,2,2,480,168,68,0,0,0,0,0,2010,33,33,9
"102","RL","Pave","Lvl","Inside","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Attchd","WD","Normal","N/A","N/A","N/A","II","Reg","AllPub","Gtl","Gd","TA","Gd","TA","No","Unf","Unf","TA","Y","SBrkr","Gd","Typ","TA","Fin","TA","TA","Y",NA,"6","5",60,77,9206,336,0,0,741,741,977,755,0,1732,0,0,2,1,3,1,7,1,2,476,192,46,0,0,0,0,0,2010,25,25,25
"103","RL","Pave","Bnk","Inside","SawyerW","Norm","Norm","Duplex","1Story","Gable","CompShg","HdBoard","HdBoard","None","Slab","GasA","Attchd","WD","Alloca","N/A","N/A","N/A","II","Reg","AllPub","Gtl","TA","Fa",NA,NA,NA,NA,NA,"TA","Y","SBrkr","TA","Typ",NA,"Unf","TA","TA","Y",NA,"5","5",90,64,7018,0,0,0,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,2,410,0,0,0,0,0,0,0,2009,30,30,30
