LotShape,Utilities,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,OverallQual,OverallCond
Reg,AllPub,Gtl,TA,TA,TA,Fa,No,Unf,Unf,Fa,N,SBrkr,TA,Min2,NA,Unf,Fa,Fa,N,NA,4,2
Reg,AllPub,Gtl,Gd,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,Fa,Fa,N,NA,5,8
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Mn,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,BLQ,BLQ,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,5
IR2,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Unf,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,9,5
IR2,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,LwQ,Gd,Y,SBrkr,Gd,Min1,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,7,6
IR2,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Ex,Fin,TA,TA,Y,NA,10,6
IR1,AllPub,Mod,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Sev,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,Fa,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,TA,TA,Gd,Gd,No,GLQ,LwQ,Gd,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,TA,TA,Ex,Gd,Mn,LwQ,ALQ,Fa,Y,FuseA,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,GLQ,BLQ,Ex,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,5,8
IR2,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Ex,TA,Ex,Gd,No,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,Gd,Gd,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Po,Unf,TA,TA,N,NA,5,9
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Fa,Fa,NA,NA,NA,NA,NA,Fa,N,SBrkr,Fa,Mod,NA,NA,NA,NA,N,NA,4,5
IR2,AllPub,Sev,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Gtl,Gd,TA,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,TA,Maj2,NA,NA,NA,NA,N,NA,3,6
Reg,AllPub,Mod,TA,TA,TA,TA,Mn,Unf,Unf,Gd,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,N,NA,4,7
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,N,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
IR1,AllPub,Gtl,Gd,TA,TA,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,8
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,P,NA,7,8
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,BLQ,Unf,Gd,Y,SBrkr,Gd,Typ,Fa,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,Gd,ALQ,Unf,TA,Y,SBrkr,TA,Typ,Po,Unf,TA,TA,Y,NA,5,6
IR1,AllPub,Mod,Gd,TA,Gd,TA,Gd,GLQ,Unf,TA,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,4,6
IR1,AllPub,Gtl,Ex,TA,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,BLQ,TA,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,4,6
IR1,AllPub,Gtl,Gd,Gd,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,6,9
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,FuseA,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Mn,Rec,Unf,Fa,N,SBrkr,TA,Typ,TA,Unf,TA,TA,N,NA,7,7
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,Gd,N,FuseF,TA,Typ,NA,Unf,TA,TA,Y,NA,3,4
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,Gd,Gd,Gd,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,5,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,Gd,Fa,Fa,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,Gd,Y,NA,5,7
IR1,AllPub,Gtl,TA,Gd,TA,TA,Mn,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,6,8
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,Av,ALQ,Unf,Ex,Y,SBrkr,TA,Min2,TA,RFn,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Ex,Gd,TA,Gd,No,GLQ,ALQ,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,8,9
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,TA,Fa,No,Unf,Unf,TA,N,SBrkr,Gd,Typ,Gd,Unf,TA,TA,N,NA,7,7
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,N,FuseF,TA,Mod,NA,Unf,TA,TA,N,NA,4,3
Reg,AllPub,Gtl,TA,TA,TA,Fa,No,Unf,Unf,Gd,Y,SBrkr,TA,Min2,NA,NA,NA,NA,N,NA,4,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,Gd,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Mn,Unf,Unf,Gd,Y,SBrkr,Ex,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,GLQ,LwQ,Gd,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,8
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,TA,TA,TA,Mn,Rec,Unf,TA,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,LwQ,ALQ,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,Ex,Ex,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,LwQ,Unf,TA,Y,SBrkr,Fa,Min1,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,Gd,Gd,Gd,Av,LwQ,GLQ,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,Mn,ALQ,Unf,Ex,Y,SBrkr,TA,Mod,NA,Unf,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
IR2,AllPub,Mod,Ex,TA,Gd,TA,Gd,ALQ,Unf,Ex,Y,SBrkr,Ex,Mod,Gd,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,Av,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,Fa,Fa,No,LwQ,Unf,TA,Y,FuseF,TA,Typ,NA,Unf,TA,TA,Y,NA,4,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,BLQ,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Y,FuseA,TA,Typ,NA,RFn,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,TA,Typ,Fa,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,Gd,Gd,No,Unf,Unf,Gd,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,Gd,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,5
IR2,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,Gd,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,Gd,NA,NA,NA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,LwQ,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,Gd,Fa,TA,No,LwQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,Fa,TA,Y,NA,4,7
IR1,AllPub,Gtl,TA,TA,TA,Fa,Gd,LwQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,6,8
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,Gd,TA,Av,ALQ,Unf,TA,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Fin,TA,TA,Y,NA,8,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,TA,Unf,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,Ex,TA,Ex,TA,No,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,Unf,TA,TA,Y,NA,5,7
IR1,AllPub,Mod,TA,TA,Gd,TA,Gd,GLQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,Ex,Y,FuseA,TA,Typ,NA,Unf,TA,TA,Y,NA,4,7
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,Ex,TA,Ex,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,RFn,TA,TA,Y,NA,9,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,Y,SBrkr,TA,Min1,NA,Unf,TA,TA,Y,NA,5,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Ex,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,Rec,Gd,Y,SBrkr,TA,Typ,NA,Fin,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,BLQ,TA,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,N,FuseA,TA,Typ,NA,Unf,Fa,Po,N,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,LwQ,Fa,Y,SBrkr,Gd,Typ,Fa,RFn,TA,TA,Y,Fa,6,6
Reg,AllPub,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,6,5
Reg,AllPub,Mod,Fa,TA,TA,TA,Av,Unf,Unf,TA,N,FuseA,Fa,Typ,NA,Unf,TA,TA,N,NA,5,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Fa,Typ,NA,Unf,TA,TA,P,NA,5,7
IR2,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,TA,TA,TA,TA,Av,GLQ,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,7
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
Reg,AllPub,Mod,Fa,TA,Fa,TA,No,Unf,Unf,TA,N,SBrkr,TA,Min2,NA,Unf,TA,TA,Y,NA,4,4
IR1,AllPub,Gtl,Gd,TA,Gd,TA,Gd,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NA,7,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,6,7
Reg,AllPub,Gtl,Gd,TA,Gd,Gd,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NA,8,5
Reg,AllPub,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,Ex,Typ,Gd,Fin,TA,TA,Y,NA,10,5
Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Gd,Y,SBrkr,Gd,Typ,NA,NA,NA,NA,Y,NA,5,6
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,5
IR2,AllPub,Sev,TA,TA,TA,Gd,Gd,LwQ,ALQ,TA,Y,SBrkr,TA,Min2,NA,Fin,TA,TA,Y,NA,5,5
Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,Y,FuseA,TA,Typ,Gd,RFn,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,RFn,TA,TA,Y,NA,7,5
IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,Gd,Typ,TA,RFn,TA,TA,Y,NA,7,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,BLQ,TA,Y,SBrkr,TA,Typ,NA,RFn,TA,TA,Y,NA,6,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,BLQ,Unf,TA,Y,SBrkr,Gd,Min2,NA,Unf,TA,TA,Y,NA,4,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,TA,Min2,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,6,5
Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,Gd,Typ,NA,Unf,TA,TA,Y,NA,5,6
Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,Y,SBrkr,TA,Typ,NA,Unf,TA,TA,Y,NA,5,6
IR1,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,N,SBrkr,Fa,Typ,NA,Unf,TA,TA,P,NA,6,8
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,Gd,Typ,Po,Unf,Gd,TA,P,NA,5,8
Reg,AllPub,Gtl,TA,TA,TA,TA,Gd,Rec,ALQ,TA,Y,SBrkr,TA,Typ,NA,RFn,Gd,Gd,Y,NA,6,7
Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,N,SBrkr,TA,Typ,NA,NA,NA,NA,Y,NA,5,4
IR1,AllPub,Gtl,TA,TA,TA,TA,Mn,Unf,Unf,Gd,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NA,5,8
