"","MSSubClass","LotFrontage","LotArea","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","MiscVal","YrSold","GarageAge","Age","RemodAge"
"731",80,37,7937,0,819,0,184,1003,1003,0,0,1003,1,0,1,0,3,1,6,0,2,588,120,0,0,0,0,0,0,2006,22,22,22
"732",60,58,17104,0,554,0,100,654,664,832,0,1496,1,0,2,1,3,1,7,1,2,426,100,24,0,0,0,0,0,2006,0,0,0
"733",50,55,4500,0,182,0,611,793,848,672,0,1520,0,0,1,0,3,1,6,0,1,281,0,0,56,0,0,0,0,2009,41,77,9
"734",20,85,10452,216,500,0,594,1094,1094,0,0,1094,0,0,1,0,3,1,5,2,2,495,0,0,0,0,287,0,0,2008,55,55,55
"735",20,100,15602,0,1247,0,254,1501,1801,0,0,1801,1,0,2,0,1,1,6,2,2,484,0,54,0,0,161,0,0,2010,51,51,13
"736",50,51,6120,0,0,0,884,884,989,584,0,1573,0,0,1,0,3,1,6,0,1,240,0,0,54,0,120,0,0,2009,74,74,14
"737",85,70.0499583680267,12122,210,867,0,77,944,999,0,0,999,1,0,1,0,3,1,6,0,2,588,144,76,0,0,0,0,0,2008,47,47,1
"738",75,60,9600,0,319,0,416,735,1134,924,0,2058,0,0,1,1,3,1,8,1,2,396,0,0,259,0,0,0,0,2008,58,91,58
"739",20,70,8414,0,663,0,396,1059,1068,0,0,1068,0,1,1,0,3,1,6,0,1,264,192,0,0,0,0,0,0,2006,43,43,3
"740",60,70.0499583680267,7050,0,738,0,319,1057,1057,872,0,1929,1,0,2,1,3,1,7,1,2,650,0,235,0,0,0,0,0,2007,6,6,6
"741",20,85,10655,296,1124,479,1603,3206,1629,0,0,1629,1,0,2,0,3,1,7,1,3,880,0,0,0,0,0,0,0,2009,6,6,5
"742",20,49,20896,0,1721,0,356,2077,2097,0,0,2097,1,0,1,1,1,1,8,1,3,1134,192,267,0,0,0,0,0,2006,1,1,0
"743",50,60,8400,0,388,0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,1,240,0,0,108,0,0,0,0,2006,66,66,6
"744",80,82,9020,259,624,336,288,1248,1350,0,0,1350,1,0,1,1,3,1,6,0,2,520,176,0,0,0,0,0,0,2008,44,44,44
"745",70,60,6402,0,0,0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,1,189,0,0,137,0,0,0,0,2009,89,89,59
"746",20,73,8925,0,16,0,1450,1466,1466,0,0,1466,0,0,2,0,3,1,7,0,3,610,100,18,0,0,0,0,0,2009,2,2,2
"747",20,60,7200,0,0,0,1293,1293,1301,0,0,1301,1,0,2,0,2,1,5,1,2,572,216,121,0,0,0,0,0,2006,0,0,0
"748",60,85,10800,100,789,0,245,1034,1050,1028,0,2078,1,0,2,1,3,1,8,1,3,836,0,102,0,0,0,0,0,2008,0,1,0
"749",20,80,10400,288,0,0,1304,1304,1682,0,0,1682,0,0,2,0,3,1,7,1,2,530,98,0,0,0,0,0,0,2008,38,38,38
"750",60,73,8499,0,0,0,616,616,616,796,0,1412,0,0,2,1,3,1,6,1,2,432,0,36,0,0,0,0,0,2007,0,1,0
"751",20,96,12444,426,1336,0,596,1932,1932,0,0,1932,1,0,2,0,2,1,7,1,3,774,0,66,0,304,0,0,0,2008,0,0,0
"752",20,75,13125,215,994,0,484,1478,1493,0,0,1493,1,0,2,0,3,1,7,1,2,508,140,39,0,0,0,0,0,2008,11,11,10
"753",20,93,11160,0,1065,0,1045,2110,2110,0,0,2110,1,0,2,1,3,1,8,2,2,522,0,0,0,0,0,0,0,2010,42,42,42
"754",20,107,13891,103.685261707989,1386,0,690,2076,2076,0,0,2076,1,0,2,1,2,1,7,1,3,850,216,229,0,0,0,0,0,2006,0,0,0
"755",120,61,7658,412,456,0,1296,1752,1752,0,0,1752,1,0,2,0,2,1,6,1,2,576,196,82,0,0,0,0,0,2010,5,5,5
"756",20,60,7200,0,234,486,180,900,900,0,0,900,0,1,1,0,3,1,5,0,2,576,222,32,0,0,0,0,0,2010,5,59,10
"757",90,67,8777,0,1084,0,188,1272,1272,928,0,2200,2,0,2,2,4,2,9,0,0,0,0,70,0,0,0,0,0,2008,29.4938361131256,108,5
"758",90,70.0499583680267,18890,1,498,211,652,1361,1361,1259,0,2620,0,0,2,2,4,2,12,1,2,600,155,24,145,0,0,0,8300,2007,30,30,30
"759",60,76,10142,0,656,0,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,2,618,0,45,0,0,0,0,0,2010,6,6,6
"760",60,82,9950,290,565,0,638,1203,1214,1306,0,2520,0,0,2,1,4,1,9,1,3,721,224,114,0,0,0,0,0,2007,12,12,12
"761",60,70.0499583680267,11885,108,990,0,309,1299,1299,573,0,1872,1,0,2,1,3,1,7,1,2,531,160,122,0,0,0,0,0,2009,8,8,8
"762",20,66,7800,0,312,600,0,912,912,0,0,912,0,0,1,0,2,1,5,0,1,288,0,0,0,0,0,0,0,2006,42,42,42
"763",20,61,7943,192,903,0,126,1029,1029,0,0,1029,1,0,1,0,3,1,5,0,1,261,64,0,39,0,0,0,0,2007,46,46,46
"764",20,64,6762,24,686,0,501,1187,1208,0,0,1208,1,0,2,0,2,1,6,0,2,632,105,61,0,0,0,0,0,2010,4,4,4
"765",90,70,9842,0,0,0,0,0,1224,0,0,1224,0,0,2,0,2,2,6,0,2,462,0,0,0,0,0,0,0,2007,45,45,45
"766",50,92,7438,0,0,0,504,504,936,316,0,1252,0,0,1,0,3,1,5,0,2,576,104,0,0,0,0,0,0,2006,20,98,15
"767",20,75,11310,0,0,0,1367,1367,1375,0,0,1375,0,0,1,0,2,1,5,1,2,451,0,30,0,0,0,0,0,2006,52,52,52
"768",30,60,6911,0,405,0,740,1145,1301,0,0,1301,0,0,1,0,2,1,5,0,2,440,0,0,0,0,0,0,0,2009,44,85,59
"769",20,95,11639,103.685261707989,0,0,1428,1428,1428,0,0,1428,0,0,2,0,3,1,6,0,2,480,0,120,0,0,0,0,0,2008,1,1,0
"770",60,64,8791,0,503,0,361,864,864,864,0,1728,0,0,2,1,3,1,7,0,2,673,216,56,0,0,0,0,0,2008,5,5,5
"771",50,66,21780,0,0,0,1163,1163,1163,511,0,1674,0,0,2,0,4,1,8,1,2,396,72,36,0,0,144,0,0,2008,53,90,58
"772",20,69,14850,0,895,0,197,1092,1092,0,0,1092,1,0,1,0,2,1,6,1,1,299,268,0,0,0,122,0,0,2006,49,49,49
"773",80,85,13400,1047,516,128,380,1024,1086,0,0,1086,1,0,1,0,3,1,6,1,2,484,0,0,0,0,0,0,0,2006,40,40,40
"774",20,85,10000,410,0,0,1588,1588,1588,0,0,1588,0,0,2,0,3,1,7,1,3,825,144,45,0,0,0,0,0,2007,1,1,1
"775",50,81,12150,335,0,0,1050,1050,1050,745,0,1795,0,0,2,0,4,1,7,0,1,352,0,0,0,0,0,0,0,2008,54,54,54
"776",20,105,11249,0,334,544,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,2,521,0,26,0,0,0,0,0,2007,12,12,12
"777",50,50,3500,0,312,0,408,720,720,564,0,1284,0,0,1,1,2,1,5,0,1,240,0,35,0,0,0,0,0,2009,61,62,59
"778",120,41,5330,0,1196,0,298,1494,1652,0,0,1652,1,0,2,0,2,1,6,0,2,499,96,48,0,0,0,0,0,2007,7,7,7
"779",20,70.0499583680267,21000,184,35,869,905,1809,2259,0,0,2259,1,0,2,0,3,1,7,2,2,450,166,120,192,0,0,0,0,2007,54,54,54
"780",20,60,7350,0,852,0,100,952,952,0,0,952,1,0,1,0,2,1,4,0,2,840,0,0,0,0,0,0,0,2008,20,57,57
"781",20,70,9100,0,521,174,169,864,864,0,0,864,1,0,1,0,3,1,5,0,2,624,0,0,0,0,0,0,0,2006,42,48,48
"782",20,50,35133,226,1159,0,413,1572,1572,0,0,1572,1,0,1,1,3,1,5,2,3,995,0,263,0,0,263,0,0,2007,44,44,44
"783",20,103,13472,922,56,0,2336,2392,2392,0,0,2392,0,0,2,0,3,1,8,1,3,968,248,105,0,0,0,0,0,2009,6,6,6
"784",30,58,9098,0,348,0,180,528,605,0,0,605,1,0,1,0,2,1,5,0,0,0,0,0,144,0,0,0,0,2007,28.4938361131256,87,5
"785",20,75,10650,0,182,712,0,894,894,0,0,894,1,0,1,0,3,1,5,0,1,308,365,0,0,0,0,0,0,2010,34,34,34
"786",20,112,10859,0,0,0,1097,1097,1097,0,0,1097,0,0,1,1,3,1,6,0,2,672,392,64,0,0,0,0,0,2009,14,15,14
"787",50,55,8800,0,0,0,576,576,792,348,0,1140,0,0,1,0,3,1,7,0,0,0,0,160,0,0,0,0,0,2010,31.4938361131256,100,6
"788",50,60,9600,0,0,0,702,702,842,630,0,1472,0,0,1,0,3,1,6,0,1,250,0,0,84,0,0,0,0,2007,82,82,13
"789",20,80,9600,168,0,0,1164,1164,1164,0,0,1164,0,0,1,1,3,1,6,0,2,528,0,0,0,0,0,0,0,2006,37,37,37
"790",60,77,11198,245,0,0,1122,1122,1134,1370,0,2504,0,0,2,1,4,1,11,1,3,656,144,39,0,0,0,0,0,2008,3,3,1
"791",60,106,11194,40,0,0,1406,1406,1454,482,0,1936,0,0,2,1,3,1,7,1,2,504,188,124,0,0,0,0,0,2006,6,6,6
"792",50,55,7264,0,0,0,952,952,952,596,0,1548,0,0,2,1,3,1,5,0,2,672,74,0,0,0,144,0,0,2009,31,84,2
"793",20,70.0499583680267,8780,0,625,0,208,833,833,0,0,833,1,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,2009,30.4938361131256,24,24
"794",20,70,10500,0,432,0,432,864,864,0,0,864,0,0,1,0,3,1,5,1,0,0,0,0,0,0,0,0,0,2010,31.4938361131256,39,39
"795",60,70,9247,318,319,0,539,858,858,858,0,1716,0,0,1,1,4,1,8,1,2,490,0,84,0,0,120,0,0,2008,46,46,46
"796",60,70,8750,0,642,0,273,915,933,975,0,1908,1,0,2,1,4,1,8,1,2,493,144,133,0,0,0,0,0,2008,14,14,13
"797",20,68,9017,0,560,0,871,1431,1431,0,0,1431,1,0,2,0,3,1,6,0,2,666,0,35,0,0,0,0,0,2009,10,10,10
"798",60,63,8199,0,648,0,80,728,728,728,0,1456,1,0,2,1,3,1,7,1,2,410,36,18,0,0,0,0,0,2008,3,3,3
"799",70,60,10440,0,0,0,650,650,958,581,0,1539,0,0,2,0,3,1,8,1,2,686,70,78,68,0,0,0,0,2008,25,104,6
"800",70,54,7588,0,352,0,441,793,901,901,0,1802,0,0,1,1,4,1,9,1,1,216,0,0,40,0,0,0,0,2006,86,86,56
"801",50,75,45600,0,0,0,907,907,1307,1051,0,2358,0,0,3,0,5,1,10,1,2,360,486,40,0,0,175,0,0,2008,100,100,11
"802",20,77,8593,0,288,0,619,907,907,0,0,907,0,0,1,0,3,1,5,0,1,352,0,0,0,0,0,0,0,2008,44,51,51
"803",20,60,9060,98,0,0,0,0,1340,0,0,1340,0,0,1,0,3,1,7,1,1,252,116,0,0,180,0,0,0,2007,50,50,1
"804",120,53,4045,45,1070,0,286,1356,1500,0,0,1500,1,0,2,0,2,1,6,1,3,648,161,20,0,0,0,0,0,2006,0,0,0
"805",50,63,11426,0,0,0,1362,1362,1362,720,0,2082,0,0,2,1,3,1,6,0,2,484,280,238,0,0,0,0,0,2008,5,5,5
"806",20,70,8400,109,712,0,761,1473,1484,0,0,1484,1,0,2,0,3,1,7,0,2,606,0,35,0,144,0,0,0,2010,6,6,5
"807",30,120,18000,0,0,0,894,894,894,0,0,894,0,0,1,0,2,1,6,0,3,1248,0,20,0,0,0,0,560,2008,14,73,58
"808",20,70.0499583680267,12692,0,1231,0,1969,3200,3228,0,0,3228,1,0,3,0,4,1,10,1,2,546,264,75,291,0,0,0,0,2007,15,15,14
"809",20,81,11216,0,0,0,1489,1489,1489,0,0,1489,0,0,2,0,3,1,7,1,2,776,0,140,0,0,0,0,0,2006,0,0,0
"810",20,182,14572,0,1300,0,230,1530,1530,0,0,1530,1,0,2,0,3,1,7,1,3,630,144,36,0,0,0,0,0,2007,3,3,3
"811",20,89,12461,0,1456,0,168,1624,1624,0,0,1624,1,0,2,0,2,1,5,1,3,757,0,114,192,0,0,0,0,2006,12,12,11
"812",160,70.0499583680267,5062,0,828,182,180,1190,1190,900,0,2090,1,0,2,0,3,1,6,1,2,577,219,0,0,0,0,0,0,2007,23,23,23
"813",80,70.0499583680267,11333,0,539,0,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,2,539,120,0,0,0,0,0,0,2007,31,31,31
"814",190,50,6000,0,0,0,811,811,811,576,0,1387,0,0,2,0,3,2,7,0,1,256,0,0,0,0,0,0,0,2009,55,55,55
"815",60,70,11606,192,650,0,390,1040,1040,1040,0,2080,0,1,1,2,5,1,9,2,2,504,335,0,0,0,0,0,0,2007,38,38,38
"816",60,88,14200,309,445,0,479,924,1216,941,0,2157,0,0,2,1,4,1,8,2,2,487,105,66,0,0,0,0,0,2006,40,40,40
"817",20,70.0499583680267,4403,432,578,0,892,1470,1478,0,0,1478,1,0,2,1,2,1,7,1,2,484,0,144,0,0,0,0,0,2010,1,1,1
"818",120,61,7577,256,20,0,1342,1362,1362,0,0,1362,0,0,2,0,2,1,6,1,2,460,192,28,0,0,0,0,0,2007,2,2,1
"819",20,75,9937,0,830,290,136,1256,1256,0,0,1256,1,0,1,1,3,1,6,0,1,276,736,68,0,0,0,0,0,2008,43,43,43
"820",190,60,12180,0,348,0,324,672,672,252,0,924,1,0,1,0,2,1,5,0,1,280,0,0,0,0,0,0,0,2010,69,69,60
"821",20,80,11900,387,1040,0,352,1392,1392,0,0,1392,1,0,1,1,3,1,6,2,2,458,0,0,0,0,192,0,0,2008,51,51,51
"822",20,77,9320,0,569,0,381,950,1225,0,0,1225,1,0,1,1,3,1,6,0,0,0,352,0,0,0,0,0,400,2010,31.4938361131256,51,51
"823",160,21,1680,381,0,0,525,525,525,567,0,1092,0,0,1,1,3,1,6,0,1,264,0,0,0,0,0,0,0,2010,39,39,39
"824",30,60,8967,0,0,0,961,961,1077,0,0,1077,0,0,1,0,2,1,6,0,1,338,0,0,0,0,0,0,0,2007,87,87,57
"825",50,50,6000,0,331,0,318,649,679,504,0,1183,0,0,1,1,2,1,6,0,1,308,0,176,0,0,0,0,0,2007,26,59,5
"826",80,70.0499583680267,9947,0,611,0,577,1188,1217,0,0,1217,1,0,2,0,3,1,6,0,2,497,168,27,0,0,0,0,0,2009,19,19,18
"827",20,90,17217,0,0,0,1140,1140,1140,0,0,1140,0,0,1,0,3,1,6,0,0,0,36,56,0,0,0,0,0,2006,27.4938361131256,0,0
"828",50,70.0499583680267,5700,0,0,0,572,572,572,539,0,1111,0,0,1,0,2,1,5,1,1,288,0,0,176,0,0,0,0,2008,26,82,58
"829",80,80,9600,360,0,0,528,528,1094,761,0,1855,0,0,2,1,3,1,7,1,2,512,113,100,0,0,0,0,0,2007,31,31,13
"830",20,50,8049,54,1053,0,256,1309,1339,0,0,1339,1,0,2,0,2,1,6,1,2,484,0,58,0,0,90,0,0,2006,16,16,16
"831",60,70.0499583680267,13700,288,454,0,410,864,902,918,0,1820,0,0,1,2,4,1,8,2,2,492,60,84,0,0,273,0,0,2008,43,43,20
"832",90,70.0499583680267,10624,84,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,1,352,155,0,0,0,0,0,0,2007,5,43,43
"833",20,70.0499583680267,9945,57,827,0,161,988,988,0,0,988,1,0,1,0,3,1,5,0,2,572,0,0,0,0,0,0,0,2007,44,46,46
"834",20,60,9600,0,442,0,625,1067,1067,0,0,1067,0,0,2,0,2,1,4,0,2,436,290,0,0,0,0,0,0,2010,14,60,15
"835",60,74,10927,280,546,0,512,1058,1058,846,0,1904,1,0,2,1,3,1,8,1,2,736,179,60,0,0,0,0,0,2006,3,1,1
"836",60,72,8640,0,24,0,732,756,764,783,0,1547,0,0,2,1,3,1,7,0,2,614,169,45,0,0,0,0,0,2010,1,1,1
"837",60,96,11308,154,936,0,168,1104,1130,1054,0,2184,1,0,2,1,3,1,10,1,3,836,0,102,0,0,0,0,0,2009,1,1,1
"838",20,90,11694,452,48,0,1774,1822,1828,0,0,1828,0,0,2,0,3,1,9,1,3,774,0,108,0,0,260,0,0,2007,0,0,0
"839",20,48,17043,0,0,0,1362,1362,1586,0,0,1586,0,0,2,0,3,1,7,1,2,435,192,0,0,0,0,0,0,2009,30,30,11
"840",20,62,70761,0,655,0,878,1533,1533,0,0,1533,1,0,2,0,2,1,5,2,2,576,200,54,0,0,0,0,0,2006,31,31,31
"841",60,93,12090,650,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,2,420,144,123,0,0,0,0,0,2006,8,8,8
"842",60,93,11999,340,0,0,1181,1181,1234,1140,0,2374,0,0,2,1,4,1,10,1,3,656,104,100,0,0,0,0,0,2007,4,4,3
"843",20,70.0499583680267,6897,0,659,0,381,1040,1040,0,0,1040,1,0,1,1,3,1,6,0,1,260,0,104,0,0,0,0,0,2010,48,48,0
"844",20,67,8877,0,836,0,0,836,1220,0,0,1220,0,0,1,0,2,1,6,0,2,396,0,0,0,0,0,0,0,2006,55,55,55
"845",120,41,4920,0,616,0,722,1338,1338,0,0,1338,1,0,2,0,2,1,6,0,2,582,0,0,170,0,0,0,0,2010,9,9,9
"846",20,67,9808,110,788,0,785,1573,1573,0,0,1573,1,0,2,0,3,1,6,0,2,544,0,72,0,0,0,0,0,2009,7,7,7
"847",120,50,8012,0,430,0,1145,1575,1575,0,0,1575,1,0,2,0,2,1,5,0,2,529,0,0,52,0,0,0,0,2007,15,15,15
"848",50,52,6240,0,0,0,0,0,672,240,0,912,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,2006,27.4938361131256,59,56
"849",90,70,8393,122,528,0,1098,1626,1712,0,0,1712,0,0,2,0,4,2,8,0,2,588,272,54,0,0,0,0,0,2006,1,47,1
"850",30,56,8960,0,0,0,1008,1008,1028,0,0,1028,0,0,1,0,2,1,5,1,2,360,0,0,130,0,0,0,0,2010,83,83,60
"851",60,108,14774,165,0,0,1393,1393,1422,1177,0,2599,0,0,2,1,4,1,10,1,3,779,668,30,0,0,0,0,0,2010,11,11,11
"852",180,21,1936,0,131,499,0,630,630,0,0,630,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,2007,28.4938361131256,37,37
"853",20,75,14587,284,0,0,1498,1498,1506,0,0,1506,0,0,2,0,2,1,6,1,2,592,0,174,0,0,0,0,0,2008,0,0,0
"854",160,24,1950,0,81,612,23,716,716,840,0,1556,1,0,2,1,3,1,6,1,2,452,161,0,0,0,0,0,0,2008,28,28,28
"855",60,66,16226,0,281,0,747,1028,1210,1242,0,2452,0,0,2,1,4,1,9,1,2,683,208,50,0,0,0,0,0,2007,9,9,8
"856",60,70.0499583680267,7472,138,626,0,99,725,725,754,0,1479,1,0,1,1,4,1,7,0,2,484,0,32,0,0,0,0,0,2007,35,35,3
"857",90,65,6040,0,0,0,0,0,1152,0,0,1152,0,0,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,2008,29.4938361131256,53,53
"858",60,75,9473,103.685261707989,804,0,324,1128,1128,903,0,2031,1,0,2,1,3,1,7,1,2,577,0,211,0,0,0,0,0,2008,6,6,6
"859",20,80,10000,0,1084,0,92,1176,1178,0,0,1178,0,1,1,1,3,1,5,1,2,439,224,0,0,0,0,0,0,2008,35,35,8
"860",160,21,1680,510,162,0,321,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,250,0,0,0,0,0,0,2009,37,37,2
"861",80,120,19296,399,672,690,0,1362,1382,0,0,1382,1,0,1,0,3,1,6,1,2,884,0,0,252,0,0,0,0,2009,18,47,47
"862",80,85,13825,0,0,0,533,533,1021,580,0,1601,0,1,1,0,3,1,6,0,1,300,280,34,0,0,0,0,0,2008,50,50,21
"863",60,90,9900,256,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,3,656,340,60,144,0,0,0,0,2009,16,16,16
"864",50,60,9084,0,236,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,1,200,48,0,0,0,0,0,0,2008,67,67,58
"865",20,87,10000,261,0,0,1116,1116,1116,0,0,1116,0,0,1,1,3,1,5,0,2,440,0,0,0,0,385,0,0,2010,48,48,48
"866",120,41,4923,0,1153,0,440,1593,1593,0,0,1593,1,0,1,1,0,1,5,1,2,682,0,120,0,0,224,0,0,2008,7,7,6
"867",160,70.0499583680267,2651,0,641,0,32,673,673,709,0,1382,1,0,2,1,3,1,6,0,2,490,153,50,0,0,0,0,0,2006,6,6,6
"868",20,83,9849,0,0,0,1689,1689,1689,0,0,1689,0,0,2,0,3,1,7,0,3,954,0,56,0,0,0,0,0,2007,0,0,0
"869",120,50,5119,60,1238,0,460,1698,1709,0,0,1709,1,0,2,0,2,1,5,1,2,506,97,65,0,0,0,0,0,2008,9,9,8
"870",30,70.0499583680267,12342,0,262,0,599,861,861,0,0,861,0,0,1,0,1,1,4,0,2,539,158,0,0,0,0,0,0,2009,48,69,59
"871",50,70.0499583680267,13837,178,1002,202,0,1204,1377,806,0,2183,0,0,2,1,4,1,9,0,3,786,0,0,0,0,0,0,0,2006,18,18,18
"872",20,103,11175,0,0,0,1316,1316,1316,0,0,1316,0,0,2,0,3,1,6,1,2,440,0,20,0,0,0,0,0,2007,0,0,0
"873",20,70.0499583680267,11341,180,1302,0,90,1392,1392,0,0,1392,1,0,1,1,3,1,5,1,2,528,0,0,0,0,95,0,0,2010,53,53,14
"874",50,64,13053,0,0,0,833,833,1053,795,0,1848,0,0,1,1,4,1,8,1,2,370,0,0,0,0,220,0,0,2008,86,85,8
"875",90,35,9400,250,945,0,0,945,980,0,0,980,0,2,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,2006,27.4938361131256,31,31
"876",20,70.0499583680267,12155,0,1237,0,420,1657,1657,0,0,1657,0,1,2,0,3,1,7,1,2,484,0,0,0,0,147,0,0,2007,37,37,37
"877",20,64,8712,0,860,0,132,992,1306,0,0,1306,1,0,1,0,2,1,5,0,1,756,0,0,0,0,0,0,0,2009,41,52,9
"878",60,57,21872,0,604,0,125,729,729,717,0,1446,0,1,2,1,3,1,6,1,2,406,264,22,0,0,0,0,0,2008,12,12,11
"879",20,65,7150,60,432,0,460,892,892,0,0,892,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,0,0,2009,42,42,42
"880",60,70.0499583680267,8068,0,0,0,1010,1010,1010,1257,0,2267,0,0,2,1,4,1,8,1,2,390,120,46,0,0,0,0,0,2009,7,7,7
"881",70,96,13132,0,0,0,747,747,892,892,0,1784,0,0,1,1,4,1,9,0,1,180,203,40,0,0,0,0,0,2006,92,92,56
"882",120,70.0499583680267,3072,18,0,0,1375,1375,1414,0,0,1414,0,0,2,0,2,1,6,1,2,398,144,20,0,0,0,0,0,2006,2,2,2
"883",50,70.0499583680267,13650,0,57,441,554,1052,1252,668,0,1920,1,0,2,0,4,1,8,1,2,451,0,0,0,0,0,0,0,2006,48,48,48
"884",20,64,6762,0,0,0,1286,1286,1294,0,0,1294,0,0,2,0,2,1,6,1,2,662,168,55,0,0,0,0,0,2006,0,0,0
"885",20,49,5820,0,256,0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,1,220,142,98,0,0,0,0,0,2006,51,51,1
"886",30,50,6305,0,0,0,920,920,954,0,0,954,0,0,1,0,2,1,5,1,1,240,0,0,0,0,0,0,0,2007,69,69,57
"887",70,70.0499583680267,7500,0,547,0,224,771,753,741,0,1494,0,0,1,0,3,1,7,2,1,213,0,0,0,0,224,0,0,2009,67,67,59
"888",20,57,6420,0,210,551,219,980,1148,0,0,1148,0,1,1,0,2,1,6,0,1,308,0,0,0,0,0,0,0,2006,54,54,54
"889",20,94,10402,0,0,0,1226,1226,1226,0,0,1226,0,0,2,0,3,1,6,0,3,740,0,36,0,0,0,0,0,2010,1,1,1
"890",60,69,9337,0,648,0,176,824,905,881,0,1786,1,0,2,1,3,1,7,0,2,684,0,162,0,0,0,0,0,2007,10,10,10
"891",50,52,6240,0,425,0,459,884,959,408,0,1367,0,0,1,0,3,1,6,1,1,560,0,0,0,0,120,0,0,2007,29,76,57
"892",60,80,11316,44,624,0,193,817,824,1070,0,1894,1,0,2,1,4,1,8,1,2,510,0,40,0,0,0,0,0,2010,8,8,7
"893",75,90,8100,0,0,0,849,849,1075,1063,0,2138,0,0,2,0,2,3,11,0,2,360,40,156,0,0,0,0,0,2009,99,111,44
"894",85,68,7838,0,769,0,95,864,900,0,0,900,1,0,1,0,3,1,6,1,1,288,175,144,0,0,0,0,0,2006,39,39,39
"895",50,70.0499583680267,3950,0,468,0,350,818,818,406,0,1224,0,0,1,0,3,1,5,0,1,210,0,0,116,0,0,0,0,2009,83,83,5
"896",80,70.0499583680267,10970,0,505,435,0,940,1026,0,0,1026,1,0,1,0,3,1,5,0,2,576,0,0,34,0,0,0,0,2008,27,30,30
"897",20,80,10197,491,288,374,700,1362,1362,0,0,1362,1,0,1,1,3,1,6,1,2,504,0,20,0,0,0,0,0,2008,47,47,47
"898",60,70.0499583680267,9572,336,482,0,971,1453,1453,1357,0,2810,0,0,2,1,4,1,9,1,2,750,500,0,0,0,0,0,0,2007,17,17,17
"899",60,95,11787,594,719,0,660,1379,1383,1015,0,2398,1,0,2,1,3,1,8,1,3,834,239,60,0,0,0,0,0,2007,11,11,10
"900",80,55,10780,0,483,0,428,911,954,0,0,954,0,0,1,0,3,1,6,0,2,576,0,0,0,0,0,0,0,2006,30,30,30
"901",120,70.0499583680267,3196,18,0,0,1374,1374,1557,0,0,1557,0,0,2,0,2,1,7,1,2,420,143,20,0,0,0,0,0,2006,3,3,2
"902",20,74,8532,650,1213,0,84,1297,1297,0,0,1297,0,1,1,0,3,1,5,1,2,498,0,0,0,0,0,0,0,2009,55,55,19
"903",70,80,16560,0,503,0,449,952,1170,1175,0,2345,0,0,2,1,4,1,9,1,2,360,0,0,0,0,0,0,0,2006,74,74,56
"904",20,65,7800,89,450,0,414,864,899,0,0,899,0,0,1,0,3,1,5,0,1,288,64,0,0,0,0,0,0,2009,42,42,5
"905",80,76,9967,0,0,0,384,384,774,656,0,1430,0,0,2,1,3,1,8,1,2,400,100,0,0,0,0,0,0,2007,7,7,7
"906",70,60,7200,0,0,0,596,596,998,764,0,1762,1,0,1,1,4,1,8,0,2,576,36,0,221,0,0,0,0,2006,17,86,56
"907",90,60,8544,0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,2,400,0,0,0,0,0,0,0,2009,22,59,59
"908",60,83,13159,0,0,0,846,846,846,846,0,1692,0,0,2,1,3,1,6,0,2,650,208,114,0,0,0,0,0,2009,0,0,0
"909",20,86,11210,240,20,0,1594,1614,1614,0,0,1614,0,0,2,0,3,1,7,0,3,865,144,59,0,0,0,0,0,2006,1,1,0
"910",20,85,14601,584,1260,0,578,1838,1838,0,0,1838,1,0,2,0,2,1,8,1,3,765,270,68,0,0,0,0,0,2009,3,3,3
"911",60,70.0499583680267,7750,0,0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,2,400,0,48,0,0,0,0,0,2007,4,4,4
"912",20,71,7064,153,560,0,420,980,980,0,0,980,0,0,1,0,3,1,6,0,2,484,192,0,0,0,0,0,0,2009,23,32,32
"913",120,55,7892,0,300,0,899,1199,1199,0,0,1199,0,0,2,0,2,1,5,0,2,530,0,63,0,0,0,0,0,2008,15,15,15
